अ     a
ऋणदान rindaan
ऋणशोधनाक्षम       rinshodhnaaksm
ऋणात्मक   rinaatmk
ऋणात्मकता     rinaatmktaa
ऋणों    rinon
ऋत  rit
ऋतिक    ritik
ऋतु       ritu
ऋतुओं rituon
ऋतुक्षरित     rituksrit
ऋतुदर्शक        ritudrshk
ऋतुनिष्ट        ritunist
ऋतुराज      rituraaj
ऋतुस्राव        ritusraav
ऋत्विक      ritvik
ऋद्धि riddhi
ऋषभ       risbh
ऋषभदेव      risbhdev
ऋषि       risi
ऋषिकेश      risikesh
ऋषियों      risiyon
ऍ     e
ऍक्स    eks
ऍक्सपी      ekspi
ऍडीटर editr
ऍप्लिकेशन     eplikeshn
ऍप्लीकेशन     eplikeshn
ऍम  em
ऍफ़  ef
एँ  en
एंकर    enkr
एंक्लेव   enklev
एंगल    engal
एंगस    engas
एंगांग      engaaanga
एंगेल्स   engaels
एंग्री      engari
एंग्लिकन        engalikn
एंग्लो      engalo
एंजल    enjl
एंजल्स      enjls
एंजाइम      enjaaim
एंजाइमों        enjaaimon
एंजियोग्राफी    enjiyogaraafi
एंजियोप्लास्टी      enjiyoplaasti
एंजिल enjil
एंजिलिस   enjilis
एंजिल्स   enjils
एंजेल enjel
एंजेला      enjaa
एंजेलिना        enjelinaa
एंजेलीना        enjelinaa
एंजेलो      enjelo
एंजेल्स   enjels
एंटनी entni
एंटरटेनमेंट       entrtenment
एंटरप्राइज  entrpraaij
एंटरप्राइज़  entrpraaiz
एंटवर्प   entvrp
एंटिटी      entiti
एंटिना      entinaa
एंटिलिआन        entiliaan
एंटिल्स   entils
एंटी    enti
एंटीऑक्सीडेंट entiauksident
एंटीक entik
एंटीगुआ   entigauaa
एंटीजन      entijn
एंटीना      entinaa
एंटीफ्ऱीज़र  entifrizr
एंटीबायोटिक       entibaayotik
एंटीबायोटिक्स entibaayotiks
एंटीबॉडी        entibodi
एंटीबॉयटिक  entiboytik
एंटीमनी   entimni
एंटीवायरस     entivaayrs
एंटीसेप्टिक       entiseptik
एंटेना      entaa
एंटोन enton
एंटोनियो        entoniyo
एंटोनी      entoni
एंट्री      entry
एंडनोट      endnot
एंडरसन      endrsn
एंडी    endi
एंडोक्राइन  endokraain
एंडोक्राइन  endokraain
एंडोस्कोप     endoskop
एंडोस्कोपी  endoskopi
एंड्योिंरग  endyoinrga
एंड्रयू   endryu
एंड्रयूज        endryuj
एंड्रिया        endriyaa
एंड्रू      endru
एंड्रॉयड        endroyd
एंड्रोमेडा  endromaa
एंड्र्यू        endryu
एंथनी enthni
एंथोनी      enthoni
एंथ्रेक्स     enthreks
एंथ्रोपोलॉजी    enthropoloji
एंपोरियम        enporiym
एंबुलेंस        enbulens
एंबेसडर   enbesdr
एंरेगोनाइट  enraonaait
एंव       env
एंसन    ensn
एंज़ाइम      enzaaim
एअर       ear
एअरटाइम   eartaaim
एअरपोर्ट        earport
एअरलाइंस        earlaains
एअरलाइन   earlaain
एआईआर aaar
एएन       een
एएनएसआई   eenaaee/ANASI
एएफसी eefsi
एएस       AAS
एक  ek
एकक       ekk
एककार्मिक     ekkaarmik
एककों ekkon
एकचक्र      ekchkr
एकचारी      ekchaari
एकछत्र      ekchhtr
एकजुट ekjut
एकजुटता   ekjuttaa
एकटक    ektk
एकड       ekd
एकतंत्र   ektntr
एकतंत्रीय     ektntriy
एकतरफा      ektrfaa
एकतरफ़ा      ektrfaa
एकता    ektaa
एकतानता   ektaantaa
एकतारा      ektaaraa
एकताल ektaal
एकत्र ektr
एकत्रण      ektrn
एकत्रित   ektrit
एकत्रीकरण     ektrikrn
एकत्व ektv
एकत्ववाद        ektvvaad
एकदम    ekdm
एकदिन ekdin
एकदिल ekdil
एकदिवसीय        ekdivsiy
एकदूसरे   ekdusre
एकध्रुवीय     ekdhruviy
एकनाथ eknaath
एकनिष्ठ   eknisth
एकनिष्ठा        eknisthaa
एकपक्षीय        ekpakshiy
एकबरसी      ekbarsi
एकबार ekbaar
एकबारगी   ekbaargai
एकभाषिक   ekbhaasik
एकमत    ekmat
एकमात्र   ekmaatr
एकमुखी      ekmukhi
एकमुश्त   ekmusht
एकरस    ekrs
एकरसता      ekrstaa
एकरूप ekrup
एकरूपता   ekruptaa
एकल       ekl
एकलपद eklpd
एकलव्य      eklvy
एकला    eklaa
एकलिंग      eklinga
एकलिंगजी        eklingaji
एकलिंगी   eklingai
एकलौता      eklautaa
एकवचन ekvchn
एकविंश      ekvinsh
एकशः    ekshah
एकसदनी      eksdni
एकसम    eksm
एकसमान      eksmaan
एकसमानता        eksmaantaa
एकसा    eksaa
एकसाँ eksaan
एकसाथ eksaath
एकसार eksaar
एकसुरा      eksuraa
एकस्व eksv
एकस्वर      eksvr
एकस्वरता        eksvrtaa
एकहत्था   ekhtthaa
एकहि    ekhi
एकांकी      aanki
एकांग aanga
एकांगी      aangai
एकांत aant
एकांतप्रिय  aantpriy
एकांतप्रियता    aantpriytaa
एकांतभीति     aantbhiti
एकांतर      aantr
एकांतवास        aantvaas
एकांतवासी     aantvaasi
एकांतिक   aantik
एकांश aansh
एकाउंट      aaunt
एकाउंटिंग     aauntinga
एकाउंटेंट     aauntent
एकाउंटेंट्स       aauntents
एकाउंटेंसी  aauntensi
एकाएक aaek
एकाकार      aakaar
एकाकारता        aakaartaa
एकाकी aaki
एकाकीपन   aakipn
एकाग्र      aagar
एकाग्रचित्त       aagarchitt
एकाग्रता        aagartaa
एकाग्रित        aagarit
एकाडमी      aadmi
एकात्म      aatm
एकात्मकता     aatmktaa
एकात्मता        aatmtaa
एकादश aadsh
एकादशियाँ     aadshiyaan
एकादशी      aadshi
एकाध    aadh
एकाधिक      aadhik
एकाधिकार        aadhikaar
एकाधिकारप्राप्त   aadhikaarpraapt
एकान्त      aant
एकान्तता        aanttaa
एकान्तमयता  aantmytaa
एकान्तरिक     aantrik
एकालाप      aalaap
एकाश्म      aashm
एकीकरण      ekikrn
एकीकृत      ekikrit
एकु       eku
एके       eke
एकेडमी      ekedmi
एकेडेमी   ekedemi
एकेश्वरवाद  ekeshvrvaad
एकैकी aiki
एकॉन    ekon
एकॉर्ड      ekord
एक्       ek
एक्का ekkaa
एक्जिमा   ekjimaa
एक्जीक्यूटिव    ekjikyutiv
एक्ट    ekt
एक्टर ektar
एक्टर्स   ektars
एक्टिंग   ektinga
एक्टिव      ektiv
एक्ट्रेस        ektres
एक्य    eky
एक्यूट      ekyut
एक्यूपंक्चर       ekyupnkchr
एक्यूपंचर     ekyupnchr
एक्यूप्रेशर       ekyupreshr
एक्राइलोनाइट्राइल     ekraailonaaitraail
एक्रोबैट        ekrobait
एक्लिप्स        eklips
एक्वा ekvaa
एक्वायर्ड     ekvaayrd
एक्वेरियम     ekveriym
एक्वैरियम     ekvairiym
एक्शन ekshan
एक्स    eks
एक्सएमएल        eksemel
एक्सएल      eksel
एक्सक्लूसिव       eksklusiv
एक्सचेंज        ekschenj
एक्सचेंजर     ekschenjr
एक्सचेंजों  ekschenjon
एक्सटर्नल     ekstrnl
एक्सटेंशन     ekstenshn
एक्सटेसी        ekstesi
एक्सट्रीम     ekstrim
एक्सपर्ट        eksprt
एक्सपीरियंस       ekspiriyns
एक्सपो      ekspo
एक्सपोजर        ekspojr
एक्सप्रेशन  ekspreshn
एक्सप्रेस     ekspres
एक्सप्रेसवे       ekspresve
एक्सप्लोरर  eksplorr
एक्सप्लोरेशन    eksploreshn
एक्सबॉक्स     eksboks
एक्सरे      eksre
एक्सल eksl
एक्सिलरेटर  eksilretr
एक्सिस      eksis
एक्सीडेंट     eksident
एक्सेंट   eksent
एक्सेंटर        eksentr
एक्सेल      eksel
एक्सेस      ekses
एक्सेसरी        eksesri
एक्सेसरीज़     eksesriz
