अ	a
ऋचाएँ	rchaen
ऋचाओं	rchaon
ऋचीक	rcheek
ऋजु	rju
ऋण	rn
ऋणग्रस्त	rnagrast
ऋणग्रस्तता	rnagrastata
ऋणदाता	rnadaata
ऋणदाताओं	rnadaataon
ऋणदान	rnadaan
ऋणशोधनाक्षम	rnashodhanaaksham
ऋणात्मक	rnaatmak
ऋणात्मकता	rnaatmakata
ऋणों	rnon
ऋत	rt
ऋतिक	rtik
ऋतु	rtu
ऋतुओं	rtuon
ऋतुक्षरित	rtuksharit
ऋतुदर्शक	rtudarshak
ऋतुनिष्ट	rtunisht
ऋतुराज	rturaaj
ऋतुस्राव	rtusraav
ऋत्विक	rtvik
ऋद्धि	rddhi
ऋषभ	rshabh
ऋषभदेव	rshabhadev
ऋषि	rshi
ऋषिकेश	rshikesh
ऋषियों	rshiyon
ऍ	ai
ऍक्स	aiks
ऍक्सपी	aiksapee
ऍडीटर	aideetar
ऍप्लिकेशन	aiplikeshan
ऍप्लीकेशन	aipleekeshan
ऍम	aim
ऍफ़	aif
एँ	en
एंकर	enkar
एंक्लेव	enklev
एंगल	engal
एंगस	engas
एंगांग	engaang
एंगेल्स	engels
एंग्री	engree
एंग्लिकन	englikan
एंग्लो	englo
एंजल	enjal
एंजल्स	enjals
एंजाइम	enjaim
एंजाइमों	enjaimon
एंजियोग्राफी	enjiyograaphee
एंजियोप्लास्टी	enjiyoplaastee
एंजिल	enjil
एंजिलिस	enjilis
एंजिल्स	enjils
एंजेल	enjel
एंजेला	enjela
एंजेलिना	enjelina
एंजेलीना	enjeleena
एंजेलो	enjelo
एंजेल्स	enjels
एंटनी	entanee
एंटरटेनमेंट	entaratenament
एंटरप्राइज	entarapraij
एंटरप्राइज़	entarapraiz
एंटवर्प	entavarp
एंटिटी	entitee
एंटिना	entina
एंटिलिआन	entiliaan
एंटिल्स	entils
एंटी	entee
एंटीऑक्सीडेंट	enteeokseedent
एंटीक	enteek
एंटीगुआ	enteegua
एंटीजन	enteejan
एंटीना	enteena
एंटीफ्ऱीज़र	enteephreezar
एंटीबायोटिक	enteebaayotik
एंटीबायोटिक्स	enteebaayotiks
एंटीबॉडी	enteebodee
एंटीबॉयटिक	enteeboyatik
एंटीमनी	enteemanee
एंटीवायरस	enteevaayaras
एंटीसेप्टिक	enteeseptik
एंटेना	entena
एंटोन	enton
एंटोनियो	entoniyo
एंटोनी	entonee
एंट्री	entree
एंडनोट	endanot
एंडरसन	endarasan
एंडी	endee
एंडोक्राइन	endokrain
एंडोक्राइन	endokrain
एंडोस्कोप	endoskop
एंडोस्कोपी	endoskopee
एंड्योिंरग	endyoinrag
एंड्रयू	endrayoo
एंड्रयूज	endrayooj
एंड्रिया	endriya
एंड्रू	endroo
एंड्रॉयड	endroyad
एंड्रोमेडा	endromeda
एंड्र्यू	endryoo
एंथनी	enthanee
एंथोनी	enthonee
एंथ्रेक्स	enthreks
एंथ्रोपोलॉजी	enthropolojee
एंपोरियम	emporiyam
एंबुलेंस	embulens
एंबेसडर	embesadar
एंरेगोनाइट	enregonait
एंव	env
एंसन	ensan
एंज़ाइम	enzaim
एअर	ear
एअरटाइम	earataim
एअरपोर्ट	earaport
एअरलाइंस	earalains
एअरलाइन	earalain
एआईआर	eaeeaar
एएन	een
एएनएसआई	eenesaee
एएफसी	eephasee
एएस	ees
एक	ek
एकक	ekak
एककार्मिक	ekakaarmik
एककों	ekakon
एकचक्र	ekachakr
एकचारी	ekachaaree
एकछत्र	ekachhatr
एकजुट	ekajut
एकजुटता	ekajutata
एकटक	ekatak
एकड	ekad
एकतंत्र	ekatantr
एकतंत्रीय	ekatantreey
एकतरफा	ekatarapha
एकतरफ़ा	ekatarafa
एकता	ekata
एकतानता	ekataanata
एकतारा	ekataara
एकताल	ekataal
एकत्र	ekatr
एकत्रण	ekatran
एकत्रित	ekatrit
एकत्रीकरण	ekatreekaran
एकत्व	ekatv
एकत्ववाद	ekatvavaad
एकदम	ekadam
एकदिन	ekadin
एकदिल	ekadil
एकदिवसीय	ekadivaseey
एकदूसरे	ekadoosare
एकध्रुवीय	ekadhruveey
एकनाथ	ekanaath
एकनिष्ठ	ekanishth
एकनिष्ठा	ekanishtha
एकपक्षीय	ekapaksheey
एकबरसी	ekabarasee
एकबार	ekabaar
एकबारगी	ekabaaragee
एकभाषिक	ekabhaashik
एकमत	ekamat
एकमात्र	ekamaatr
एकमुखी	ekamukhee
एकमुश्त	ekamusht
एकरस	ekaras
एकरसता	ekarasata
एकरूप	ekaroop
एकरूपता	ekaroopata
एकल	ekal
एकलपद	ekalapad
एकलव्य	ekalavy
एकला	ekala
एकलिंग	ekaling
एकलिंगजी	ekalingajee
एकलिंगी	ekalingee
एकलौता	ekalauta
एकवचन	ekavachan
एकविंश	ekavinsh
एकशः	ekashah
एकसदनी	ekasadanee
एकसम	ekasam
एकसमान	ekasamaan
एकसमानता	ekasamaanata
एकसा	ekasa
एकसाँ	ekasaan
एकसाथ	ekasaath
एकसार	ekasaar
एकसुरा	ekasura
एकस्व	ekasv
एकस्वर	ekasvar
एकस्वरता	ekasvarata
एकहत्था	ekahattha
एकहि	ekahi
एकांकी	ekaankee
एकांग	ekaang
एकांगी	ekaangee
एकांत	ekaant
एकांतप्रिय	ekaantapriy
एकांतप्रियता	ekaantapriyata
एकांतभीति	ekaantabheeti
एकांतर	ekaantar
एकांतवास	ekaantavaas
एकांतवासी	ekaantavaasee
एकांतिक	ekaantik
एकांश	ekaansh
एकाउंट	ekaunt
एकाउंटिंग	ekaunting
एकाउंटेंट	ekauntent
एकाउंटेंट्स	ekauntents
एकाउंटेंसी	ekauntensee
एकाएक	ekaek
एकाकार	ekaakaar
एकाकारता	ekaakaarata
एकाकी	ekaakee
एकाकीपन	ekaakeepan
एकाग्र	ekaagr
एकाग्रचित्त	ekaagrachitt
एकाग्रता	ekaagrata
एकाग्रित	ekaagrit
एकाडमी	ekaadamee
एकात्म	ekaatm
एकात्मकता	ekaatmakata
एकात्मता	ekaatmata
एकादश	ekaadash
एकादशियाँ	ekaadashiyaan
एकादशी	ekaadashee
एकाध	ekaadh
एकाधिक	ekaadhik
एकाधिकार	ekaadhikaar
एकाधिकारप्राप्त	ekaadhikaarapraapt
एकान्त	ekaant
एकान्तता	ekaantata
एकान्तमयता	ekaantamayata
एकान्तरिक	ekaantarik
एकालाप	ekaalaap
एकाश्म	ekaashm
एकीकरण	ekeekaran
एकीकृत	ekeekrt
एकु	eku
एके	eke
एकेडमी	ekedamee
एकेडेमी	ekedemee
एकेश्वरवाद	ekeshvaravaad
एकैकी	ekaikee
एकॉन	ekon
एकॉर्ड	ekord
एक्	ek
एक्का	ekka
एक्जिमा	ekjima
एक्जीक्यूटिव	ekjeekyootiv
एक्ट	ekt
एक्टर	ektar
एक्टर्स	ektars
एक्टिंग	ekting
एक्टिव	ektiv
एक्ट्रेस	ektres
एक्य	eky
एक्यूट	ekyoot
एक्यूपंक्चर	ekyoopankchar
एक्यूपंचर	ekyoopanchar
एक्यूप्रेशर	ekyoopreshar
एक्राइलोनाइट्राइल	ekrailonaitrail
एक्रोबैट	ekrobait
एक्लिप्स	eklips
एक्वा	ekva
एक्वायर्ड	ekvaayard
एक्वेरियम	ekveriyam
एक्वैरियम	ekvairiyam
एक्शन	ekshan
एक्स	eks
एक्सएमएल	eksemel
एक्सएल	eksel
एक्सक्लूसिव	eksakloosiv
एक्सचेंज	eksachenj
एक्सचेंजर	eksachenjar
एक्सचेंजों	eksachenjon
एक्सटर्नल	eksatarnal
एक्सटेंशन	eksatenshan
एक्सटेसी	eksatesee
एक्सट्रीम	eksatreem
एक्सपर्ट	eksapart
एक्सपीरियंस	eksapeeriyans
एक्सपो	eksapo
एक्सपोजर	eksapojar
एक्सप्रेशन	eksapreshan
एक्सप्रेस	eksapres
एक्सप्रेसवे	eksapresave
एक्सप्लोरर	eksaplorar
एक्सप्लोरेशन	eksaploreshan
एक्सबॉक्स	eksaboks
एक्सरे	eksare
एक्सल	eksal
एक्सिलरेटर	eksilaretar
एक्सिस	eksis
एक्सीडेंट	ekseedent
एक्सेंट	eksent
एक्सेंटर	eksentar
एक्सेल	eksel
एक्सेस	ekses
एक्सेसरी	eksesaree
एक्सेसरीज़	eksesareez
एक्सॉन	ekson
एक्सोड़र्म	eksodarm
एक्स्टेंशन	ekstenshan
एक्स्टेंसिबल	ekstensibal
एक्स्ट्रा	ekstra
एक्स्ट्रेक्टिंग	ekstrekting
एक्स्पोजर	ekspojar
एक्स्प्रेस	ekspres
एक्स्प्लोरर	eksplorar
एक्सफ़ोलीएटिंग	eksafoleeeting
एक्ज़िट	ekzit
एकड़	ekad
एग	eg
एगप्लांट	egaplaant
एगमोर	egamor
एगलिट्	egalit
एगी	egee
एग्जाम	egjaam
एग्नेस	egnes
एग्मोर	egmor
एग्रीकल्चर	egreekalchar
एग्रीकल्चरल	egreekalcharal
एग्रीगेटर	egreegetar
एग्रीमेंट	egreement
एग्रो	egro
एग्ज़िस्टंत्सियनलिज़म	egzistantsiyanalizam
एचआइवी	echaivee
एचएएल	echeel
एचएसबीसी	echesabeesee
एचटीटीपी	echateeteepee
एचडी	echadee
एचडीएफसी	echadeeephasee
एचडीएमआई	echadeeemaee
एचपी	echapee
एचपीसीएल	echapeeseeel
एचबीओ	echabeeo
एचसीएल	echaseeel
एचिंग	eching
एचीवमेंट	echeevament
एच्छिक	echchhik
एज	ej
एजंट	ejant
एजंसी	ejansee
एजन्ट	ejant
एजबेस्टन	ejabestan
एजाइल	ejail
एजाज़	ejaaz
एजिंग	ejing
एजुकेशन	ejukeshan
एजुकेशनल	ejukeshanal
एजूकेशन	ejookeshan
एजेंट	ejent
एजेंटों	ejenton
एजेंडा	ejenda
एजेंडे	ejende
एजेंसियाँ	ejensiyaan
एजेंसियां	ejensiyaan
एजेंसियों	ejensiyon
एजेंसी	ejensee
एजेन्ट	ejent
एजेन्टों	ejenton
एजेन्सियों	ejensiyon
एजेन्सी	ejensee
एजोला	ejola
एझावा	ejhaava
एटकिंसन	etakinsan
एटम	etam
एटमी	etamee
एटलस	etalas
एटलांटा	etalaanta
एटलांटिक	etalaantik
एटलेटिको	etaletiko
एटवुड	etavud
एटा	eta
एटी	etee
एटीआर	eteeaar
एटीएम	eteeem
एटीपी	eteepee
एटॉमिक	etomik
एटॉर्नी	etornee
एटोल	etol
एडगर	edagar
एडजस्ट	edajast
एडम	edam
एडमंड	edamand
एडमिनिस्ट्रेटर	edaministretar
एडमिनिस्ट्रेशन	edaministreshan
एडमिरल	edamiral
एडमिशन	edamishan
एडम्स	edams
एडलर	edalar
एडल्ट	edalt
एडवर्ड	edavard
एडवर्ड्स	edavards
एडवांटेज	edavaantej
एडवांस	edavaans
एडवांस्ड	edavaansd
एडविन	edavin
एडवेंचर	edavenchar
एडवेंचर्स	edavenchars
एडवोकेट	edavoket
एडाप्टर	edaaptar
एडिट	edit
एडिटर	editar
एडिटर्स	editars
एडिटिंग	editing
एडिडास	edidaas
एडिनबरा	edinabara
एडिनबर्ग	edinabarg
एडिलेड	ediled
एडिशन	edishan
